gross_FU,gross_SC,net_FU,net_SC,time_first_sc_to_first_net_fu,electricitybill,heatingbill,netcontractsigned,selfipa_done,zipregion_missing,evaluationtime_missing,desiredinstallationend_missing,electricitybill_missing,heatingbill_missing,mktgparamscore_missing,desiredinstallationend_encoded,mktg_High,mktg_Low,mktg_Medium,region_High_Performer,region_Large_Good,region_Medium,region_Other,total_bc_attempts,total_bc_outcomes,lead_to_first_bc_days,bc_duration_days,bc_frequency,positive_outcomes_count,negative_outcomes_count,noshow_outcomes_count,positive_outcome_ratio,negative_outcome_ratio,noshow_outcome_ratio,reachability_score,outcome_trend,persistence_after_negative,engagement_score,efficiency_score,last_bc_outcome_encoded,first_bc_outcome_encoded
1,1,1.0,1.0,-0.29852138705280623,-0.0430372967343879,-0.009672469096544817,0.0,0,0,0,0,0,1,0,0,False,False,True,False,True,False,False,5.0,5.0,1.0,2.0,1.6666666666666667,5.0,0.0,0.0,1.0,0.0,0.0,0.1999999999999999,0.0,0.0,0.6733333333333333,0.1666666666666666,9.0,5.0
0,1,0.0,1.0,-0.38125232877590903,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,0,0,1,True,False,False,False,False,True,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
5,4,5.0,1.0,0.49896378691198956,-0.09777220083465098,-0.009672469096544817,0.0,0,0,0,0,0,1,0,0,True,False,False,True,False,False,False,4.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.75,0.0,0.0,0.5,-1.0,0.0,0.6883333333333331,0.2,8.0,5.0
5,4,5.0,1.0,0.49896378691198956,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,0,0,0,True,False,False,True,False,False,False,4.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.75,0.0,0.0,0.5,-1.0,0.0,0.6883333333333331,0.2,8.0,5.0
1,1,1.0,1.0,1.2659857632121374,-0.09777220083465098,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,False,True,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
0,1,0.0,1.0,-0.38125232877590903,-0.07952723280122995,0.0024100946172068193,0.0,0,0,0,0,1,0,0,1,False,False,True,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
14,1,11.0,1.0,-0.037868040922936295,-0.10689468485136149,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
4,1,2.0,1.0,4.658002614006241,-0.09777220083465098,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,False,True,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
3,1,1.0,1.0,4.658002614006241,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,1,0,1,False,False,True,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
0,1,0.0,1.0,-0.38125232877590903,-0.061282264767808924,-0.009672469096544817,0.0,0,0,0,0,0,1,0,0,False,False,True,False,False,False,True,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
5,1,1.0,1.0,6.2454047200229725,-0.09777220083465098,-0.009672469096544817,0.0,0,0,0,0,0,1,0,3,False,False,True,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
5,1,1.0,1.0,6.2454047200229725,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,1,0,3,False,False,True,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
2,1,1.0,1.0,0.034675127892090186,-0.12513965288478252,-0.009672469096544817,0.0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,True,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
0,1,0.0,1.0,-0.38125232877590903,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,1,0,0,False,False,True,False,False,False,True,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
1,1,1.0,1.0,0.33152769820913996,2.0186440910421877,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
4,1,3.0,1.0,0.024261627504231578,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,1,0,0,False,False,True,False,True,False,False,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.7400000000000001,0.3333333333333333,9.0,5.0
5,1,4.0,1.0,-0.2742129039780279,-0.09777220083465098,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
3,1,2.0,1.0,2.3091416218362553,0.011697607365875167,-0.009672469096544817,0.0,0,0,0,0,0,1,0,2,False,False,True,True,False,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
0,2,0.0,1.0,-0.38125232877590903,0.4678218082014007,-0.009672469096544817,0.0,0,0,0,0,0,1,0,3,False,False,True,False,True,False,False,4.0,4.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.6900000000000001,0.2,9.0,5.0
14,1,5.0,1.0,0.18799596757694223,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,1,0,1,True,False,False,False,False,False,True,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.7400000000000001,0.3333333333333333,9.0,5.0
5,1,5.0,1.0,-0.3713121279424326,-0.07952723280122995,0.028932795452271384,0.0,0,0,0,0,1,0,0,1,True,False,False,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
2,1,1.0,1.0,0.27197387158755193,0.1941472877000854,-0.009672469096544817,0.0,1,0,0,0,0,1,0,2,False,True,False,False,False,True,False,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.7266666666666667,0.25,9.0,5.0
8,1,4.0,1.0,0.03549976134645605,0.011697607365875167,-0.009672469096544817,0.0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.7266666666666667,0.25,9.0,5.0
8,1,4.0,1.0,0.03549976134645605,-0.07952723280122995,-0.009377772420599654,0.0,0,0,0,0,1,0,0,0,False,True,False,False,True,False,False,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.7266666666666667,0.25,9.0,5.0
0,1,0.0,1.0,-0.38125232877590903,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,1,0,1,False,True,False,False,False,False,True,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.6866666666666668,0.3333333333333333,9.0,8.0
0,1,0.0,1.0,-0.38125232877590903,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,1,0,1,False,True,False,False,False,False,True,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.6866666666666668,0.3333333333333333,9.0,8.0
0,2,0.0,1.0,-0.38125232877590903,0.011697607365875167,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,False,True,False,True,False,False,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.7066666666666668,0.3333333333333333,9.0,8.0
12,1,2.0,1.0,3.3395493390013797,-0.16710307936165086,-0.009672469096544817,0.0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,5.0,5.0,0.0,1.0,2.5,5.0,0.0,0.0,1.0,0.0,0.0,0.1999999999999999,0.0,0.0,0.6900000000000001,0.1666666666666666,9.0,5.0
10,1,2.0,1.0,0.6680518730979232,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,0,1,0,0,False,False,True,False,True,False,False,4.0,4.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.6900000000000001,0.2,9.0,5.0
7,1,1.0,1.0,1.2197416661746467,0.011697607365875167,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,True,False,False,False,False,False,True,5.0,5.0,0.0,1.0,2.5,4.0,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.67,0.1666666666666666,9.0,5.0
4,1,1.0,1.0,2.9229437897025825,0.011697607365875167,-0.009672469096544817,0.0,0,0,0,0,0,1,0,2,False,True,False,False,False,False,True,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
4,1,1.0,1.0,2.9229437897025825,-0.07952723280122995,-0.006430805661148036,0.0,0,0,0,0,1,0,0,2,False,True,False,False,False,False,True,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
1,1,1.0,1.0,-0.058667735955131445,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,1,0,3,False,True,False,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
5,1,1.0,1.0,1.207707114813029,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,False,True,False,False,True,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
13,1,5.0,1.0,0.6574918318864964,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,1,0,1,False,True,False,False,False,False,True,6.0,6.0,1.0,2.0,2.0,5.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.3333333333333333,0.0,0.0,0.6566666666666666,0.1428571428571428,9.0,5.0
5,1,2.0,1.0,0.6563677454448387,-0.09777220083465098,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,7.0,7.0,1.0,2.0,2.333333333333333,5.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.4285714285714286,0.0,0.0,0.6466666666666666,0.125,9.0,5.0
5,1,2.0,1.0,0.6563677454448387,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,0,0,1,False,True,False,False,True,False,False,7.0,7.0,1.0,2.0,2.333333333333333,5.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.4285714285714286,0.0,0.0,0.6466666666666666,0.125,9.0,5.0
8,2,6.0,1.0,-0.04725029439711223,0.10292244753298029,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,True,False,False,False,True,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
3,1,1.0,1.0,0.02913388234001579,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,1,0,2,False,True,False,False,False,False,True,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.7400000000000001,0.3333333333333333,9.0,5.0
0,1,0.0,1.0,-0.38125232877590903,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,1,0,2,False,True,False,False,False,False,True,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.7400000000000001,0.3333333333333333,9.0,5.0
1,1,0.0,1.0,-0.38125232877590903,-0.09777220083465098,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,True,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.7400000000000001,0.3333333333333333,9.0,5.0
0,1,0.0,1.0,-0.38125232877590903,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,1,0,1,False,False,True,False,False,False,True,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.7400000000000001,0.3333333333333333,9.0,5.0
0,1,0.0,1.0,-0.38125232877590903,0.10292244753298029,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,True,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
2,1,1.0,1.0,1.8300978492084914,-0.09777220083465098,-0.009672469096544817,0.0,0,0,0,0,0,1,0,2,True,False,False,False,False,False,True,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
5,1,1.0,1.0,4.968432510193905,-0.1889970410017561,-0.009672469096544817,0.0,0,0,0,0,0,1,0,2,False,True,False,False,False,False,True,4.0,4.0,1.0,3.0,1.0,2.0,0.0,0.0,0.5,0.0,0.0,0.75,1.0,0.0,0.6366666666666667,0.2,9.0,8.0
5,1,1.0,1.0,4.968432510193905,-0.07952723280122995,-0.010851255800325463,0.0,0,0,0,0,1,0,0,2,False,True,False,False,False,False,True,4.0,4.0,1.0,3.0,1.0,2.0,0.0,0.0,0.5,0.0,0.0,0.75,1.0,0.0,0.6366666666666667,0.2,9.0,8.0
4,1,3.0,1.0,1.2824283717696643,-0.09777220083465098,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.52,0.5,8.0,8.0
2,1,1.0,1.0,1.2824283717696643,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,1,0,1,False,True,False,False,True,False,False,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.52,0.5,8.0,8.0
4,1,3.0,1.0,-0.30244886316272757,0.06643251146613824,-0.009672469096544817,1.0,1,0,0,0,0,1,0,1,False,False,True,True,False,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
3,1,3.0,1.0,-0.3013548130389442,-0.08682522001459836,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,False,True,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
11,1,6.0,1.0,0.18555028314881744,0.06643251146613824,-0.009672469096544817,0.0,0,0,0,0,0,1,0,0,False,False,True,False,True,False,False,8.0,8.0,0.0,3.0,2.0,5.0,0.0,0.0,0.625,0.0,0.0,0.5,0.0,0.0,0.6275000000000001,0.1111111111111111,9.0,5.0
11,1,6.0,1.0,0.18555028314881744,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,1,0,0,False,False,True,False,True,False,False,8.0,8.0,0.0,3.0,2.0,5.0,0.0,0.0,0.625,0.0,0.0,0.5,0.0,0.0,0.6275000000000001,0.1111111111111111,9.0,5.0
2,1,1.0,1.0,1.0410801863098829,-0.04486179353773,-0.009672469096544817,0.0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,True,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.7266666666666667,0.25,9.0,5.0
5,1,5.0,1.0,-0.07217497708403814,-0.17805006018170347,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,False,True,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
0,1,0.0,1.0,-0.38125232877590903,-0.07952723280122995,-0.0034838389016964176,0.0,0,0,0,0,1,0,0,1,False,False,True,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
3,2,3.0,1.0,0.08767557606838648,-0.01566984468425637,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
6,1,6.0,1.0,-0.07821318716821384,-0.03391481271767739,-0.009672469096544817,0.0,0,0,0,0,0,1,0,3,False,True,False,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
2,4,1.0,1.0,2.3733820242376775,0.011697607365875167,-0.009672469096544817,0.0,0,0,0,0,0,1,0,0,False,True,False,False,False,True,False,3.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.6766666666666667,0.25,9.0,8.0
6,1,1.0,1.0,5.974312388144623,-0.09777220083465098,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,7.0,7.0,-263.0,264.0,0.0264150943396226,6.0,1.0,0.0,0.8571428571428571,0.1428571428571428,0.0,0.4285714285714286,0.0,2.0,0.6148140161725067,0.125,9.0,5.0
1,1,1.0,1.0,-0.21518061705771105,-0.07952723280122995,-0.009672469096544817,0.0,0,1,0,0,1,1,1,0,False,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,6.0,6.0
10,1,7.0,1.0,1.3304573542420464,0.10292244753298029,-0.009672469096544817,0.0,0,1,0,0,0,1,1,3,False,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,6.0,6.0
0,2,0.0,1.0,-0.38125232877590903,-0.02479232870096688,-0.009672469096544817,0.0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,4.0,4.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.6900000000000001,0.2,9.0,5.0
6,1,3.0,1.0,0.7306238945701483,-0.07952723280122995,-0.009377772420599654,0.0,0,0,0,0,1,0,0,1,False,True,False,False,True,False,False,5.0,5.0,0.0,1.0,2.5,5.0,0.0,0.0,1.0,0.0,0.0,0.1999999999999999,0.0,0.0,0.6900000000000001,0.1666666666666666,9.0,5.0
0,1,0.0,1.0,-0.38125232877590903,-0.10689468485136149,-0.009672469096544817,0.0,0,0,0,0,0,1,0,0,False,False,True,False,False,False,True,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.7066666666666668,0.3333333333333333,9.0,8.0
0,1,0.0,1.0,-0.38125232877590903,-0.07952723280122995,-0.0020103555219706084,0.0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,True,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.7066666666666668,0.3333333333333333,9.0,8.0
1,1,1.0,1.0,-0.06673567297444608,0.2853721278671905,-0.009672469096544817,0.0,0,0,0,0,0,1,0,0,False,False,True,False,False,False,True,6.0,6.0,1.0,3.0,1.5,6.0,0.0,0.0,1.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.6633333333333333,0.1428571428571428,9.0,5.0
6,1,1.0,1.0,5.666342739448297,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,2.0,2.0,-175.0,175.0,0.0113636363636363,2.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.7002272727272728,0.3333333333333333,9.0,5.0
4,1,3.0,1.0,-0.32016391936838196,-0.09777220083465098,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,False,True,False,True,False,False,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.7266666666666667,0.25,9.0,5.0
8,1,7.0,1.0,0.09688216259257047,-0.07952723280122995,-0.0061361089852028745,0.0,0,0,0,0,1,0,0,1,False,False,True,False,False,True,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
2,1,1.0,1.0,3.7895525432019936,-0.03391481271767739,-0.009672469096544817,0.0,0,0,0,0,0,1,0,2,True,False,False,False,False,True,False,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.7266666666666667,0.25,9.0,5.0
8,1,3.0,1.0,0.8014695563295542,-0.14338462091820353,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,True,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
3,1,3.0,1.0,-0.3010426173713421,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,1,0,1,False,True,False,False,False,False,True,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
0,1,0.0,1.0,-0.38125232877590903,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,1,0,1,False,True,False,False,False,False,True,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
9,1,4.0,1.0,-0.056068229171832455,-0.09777220083465098,-0.009672469096544817,0.0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
5,1,5.0,1.0,-0.32195244556907615,-0.116017168868072,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,False,True,False,False,False,True,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
7,1,4.0,1.0,-0.14577396798191716,-0.07952723280122995,-0.006430805661148036,0.0,0,1,0,0,1,0,1,1,False,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,6.0,6.0
0,1,0.0,1.0,-0.38125232877590903,-0.17075207296833506,-0.009672469096544817,0.0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,True,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
3,1,2.0,1.0,-0.07206939487575291,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,1,0,0,False,False,True,False,False,True,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
1,1,1.0,1.0,-0.1113696413355867,-0.09777220083465098,-0.009672469096544817,0.0,0,0,0,0,0,1,0,0,False,False,True,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
3,1,2.0,1.0,-0.36640710621442196,0.011697607365875167,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,False,True,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
3,1,2.0,1.0,-0.36640710621442196,-0.07952723280122995,-0.007904289040873844,0.0,0,0,0,0,1,0,0,1,False,False,True,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
1,1,1.0,1.0,-0.05267230486914033,-0.09777220083465098,-0.009672469096544817,0.0,1,0,0,0,0,1,0,0,False,False,True,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
1,1,1.0,1.0,-0.05267230486914033,-0.07952723280122995,-0.009672469096544817,0.0,1,0,0,0,1,0,0,0,False,False,True,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
0,1,0.0,1.0,-0.38125232877590903,-0.09777220083465098,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.7400000000000001,0.3333333333333333,9.0,5.0
0,1,0.0,1.0,-0.38125232877590903,-0.07952723280122995,-0.009672469096544817,0.0,0,0,0,0,1,0,0,1,False,True,False,False,True,False,False,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.7400000000000001,0.3333333333333333,9.0,5.0
0,1,0.0,1.0,-0.38125232877590903,0.10292244753298029,-0.009672469096544817,0.0,0,0,0,0,0,1,0,0,False,False,True,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
1,2,1.0,1.0,1.1215256373001903,-0.12513965288478252,-0.009672469096544817,0.0,0,0,0,0,0,1,0,0,False,True,False,False,False,False,True,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
0,1,0.0,1.0,-0.38125232877590903,-0.08864971681794045,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,True,False,False,False,True,False,False,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
12,1,9.0,1.0,0.09095317548248302,0.10292244753298029,-0.009672469096544817,0.0,0,0,0,0,0,1,0,1,False,True,False,False,False,False,True,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.82,0.5,9.0,9.0
