gross_fu,gross_sc,net_fu,net_sc,time_first_sc_to_first_net_fu,electricitybill,heatingbill,grosscontractsigned,selfipa_done,zipregion_missing,evaluationtime_missing,desiredinstallationend_missing,electricitybill_missing,heatingbill_missing,aggregated_missing,desiredinstallationend_encoded,mktg_high,mktg_low,mktg_medium,region_high_performer,region_large_solid,region_lower,region_medium,total_bc_attempts,total_bc_outcomes,lead_to_first_bc_days,bc_duration_days,bc_frequency,positive_outcomes_count,negative_outcomes_count,noshow_outcomes_count,positive_outcome_ratio,negative_outcome_ratio,noshow_outcome_ratio,reachability_score,outcome_trend,persistence_after_negative,engagement_score,efficiency_score,last_bc_outcome_encoded,first_bc_outcome_encoded
0,1,0.0,1.0,-0.3633238638120175,-0.154333790909598,-0.0085558281252147,1.0,0,0,0,0,0,1,0,3,False,True,False,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
4,1,3.0,1.0,-0.3600193520577828,-0.0773451208854063,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,1,1,3.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,0.82,0.5,7,9
1,1,1.0,1.0,-0.3600248488890901,-0.0003564508612146,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
1,1,1.0,1.0,-0.3600257650276413,-0.108140588895083,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
0,1,0.0,1.0,-0.3633238638120175,-0.0773451208854063,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,7,7,3.0,14.0,0.4666666666666667,7,0,0,1.0,0.0,0.0,0.1428571428571429,0,0,0.6379047619047619,0.125,7,5
0,1,0.0,1.0,-0.3633238638120175,-0.154333790909598,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,False,True,True,False,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
2,1,2.0,1.0,-0.3600248488890901,-0.0311519188708912,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
2,1,2.0,1.0,-0.3600248488890901,-0.0773451208854063,-0.0085558281252147,1.0,0,0,0,0,0,1,0,3,False,True,False,False,True,False,False,3,3,0.0,0.0,3.0,3,0,0,1.0,0.0,0.0,0.3333333333333333,0,0,0.7266666666666667,0.25,7,5
0,1,0.0,1.0,-0.3633238638120175,-0.1235383228999213,-0.0085558281252147,1.0,0,0,0,0,0,1,0,3,False,True,False,False,True,False,False,4,4,0.0,254.0,0.0156862745098039,3,0,0,0.75,0.0,0.0,0.5,-3,0,0.5753137254901959,0.2,1,5
0,2,0.0,1.0,-0.3633238638120175,-0.0296121454704074,-0.0085558281252147,1.0,0,0,0,0,0,1,0,3,False,False,True,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
0,1,0.0,1.0,-0.3633238638120175,0.0135015097431399,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,False,True,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
1,1,1.0,1.0,-0.3600257650276413,0.0643140319591064,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
1,1,1.0,1.0,-0.3600028615638609,-0.0773451208854063,-0.0085558281252147,1.0,0,0,0,0,1,1,0,0,False,False,True,False,True,False,False,9,9,0.0,378.0,0.0237467018469656,7,0,0,0.7777777777777778,0.0,0.0,0.7777777777777778,0,0,0.6893638229258282,0.1,3,9
0,1,0.0,1.0,-0.3633238638120175,-0.0773451208854063,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,2,2,7.0,4.0,0.4,2,0,0,1.0,0.0,0.0,0.5,0,0,0.7080000000000001,0.3333333333333333,7,5
0,1,0.0,1.0,-0.3633238638120175,-0.0157541848660529,-0.0085558281252147,0.0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,2,2,221.0,157.0,0.0126582278481012,2,0,0,1.0,0.0,0.0,0.0,0,0,0.600253164556962,0.3333333333333333,3,5
1,3,1.0,1.0,-0.3600257650276413,-0.1420156037057273,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,2,2,0.0,0.0,2.0,1,0,0,0.5,0.0,0.0,1.0,1,0,0.7066666666666668,0.3333333333333333,7,8
2,1,1.0,1.0,-0.3600101906722706,-0.0311519188708912,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,True,False,True,False,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
1,1,1.0,1.0,-0.3600257650276413,0.0766322191629771,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,4,4,5.0,207.0,0.0192307692307692,3,0,0,0.75,0.0,0.0,0.25,1,0,0.5920512820512821,0.2,3,8
0,1,0.0,1.0,-0.3633238638120175,0.0766322191629771,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
0,2,0.0,1.0,-0.3633238638120175,-0.0773451208854063,-0.0085558281252147,1.0,0,0,0,0,1,1,0,3,False,True,False,True,False,False,False,1,1,255.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,0.82,0.5,7,9
0,1,0.0,1.0,-0.3633238638120175,-0.1466349239071788,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,1,1,0.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,0.82,0.5,7,9
1,1,1.0,1.0,-0.3600248488890901,0.0458367511533004,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
0,2,0.0,1.0,-0.3633238638120175,-0.0157541848660529,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,1,1,2.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,0.82,0.5,7,9
1,1,1.0,1.0,0.0358880905729482,-0.1158394558975021,-0.0085558281252147,0.0,0,0,0,0,0,1,0,2,False,True,False,False,True,False,False,3,3,0.0,280.0,0.0106761565836298,2,0,0,0.6666666666666666,0.0,0.0,0.6666666666666667,0,0,0.633546856465006,0.25,7,5
0,1,0.0,1.0,-0.3633238638120175,0.0766322191629771,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,True,False,True,False,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
8,1,8.0,1.0,-0.1165088090061177,-0.0773451208854063,-0.0085558281252147,0.0,0,0,1,1,1,1,0,4,False,True,False,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
1,1,0.0,1.0,-0.3633238638120175,-0.0927428548902446,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,True,False,False,False,True,False,False,1,1,260.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,0.82,0.5,7,9
2,1,2.0,1.0,-0.2208661513750899,-0.0003564508612146,-0.0085558281252147,0.0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
2,1,2.0,1.0,-0.3600257650276413,-0.0003564508612146,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
5,3,3.0,1.0,-0.3600193520577828,0.6124733625313514,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,True,False,True,False,False,False,5,5,2.0,4.0,1.0,4,0,0,0.8,0.0,0.0,0.4,0,0,0.64,0.1666666666666666,7,5
2,1,2.0,1.0,-0.3600257650276413,0.1413027019832981,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,1,1,224.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,0.82,0.5,7,9
1,2,1.0,1.0,-0.3600257650276413,-0.0450098794752458,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,1,1,224.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,0.82,0.5,7,9
0,1,0.0,1.0,-0.3633238638120175,-0.0080553178636337,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,1,1,1.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,0.82,0.5,7,9
2,2,2.0,1.0,-0.3600193520577828,-0.0927428548902446,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,True,False,False,False,True,False,1,1,202.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,0.82,0.5,7,9
0,1,0.0,1.0,-0.3633238638120175,0.1151265541750729,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,False,True,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
0,1,0.0,1.0,-0.3633238638120175,-0.1774303919168555,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,1,1,4.0,0.0,1.0,1,0,0,1.0,0.0,0.0,1.0,0,0,0.82,0.5,7,9
5,1,5.0,1.0,-0.3600248488890901,1.6164056196468113,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,True,False,True,False,False,False,6,6,1.0,0.0,6.0,4,0,0,0.6666666666666666,0.0,0.0,0.6666666666666667,0,0,0.7333333333333334,0.1428571428571428,7,5
1,1,1.0,1.0,-0.3600221004734364,0.4985301308955477,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,3,3,1.0,0.0,3.0,2,0,0,0.6666666666666666,0.0,0.0,0.6666666666666667,1,0,0.7100000000000002,0.25,7,8
1,2,1.0,2.0,-0.3598123047452081,-0.0773451208854063,-0.0085558281252147,1.0,0,0,0,0,1,1,0,0,False,True,False,False,True,False,False,3,3,1.0,203.0,0.0147058823529411,2,0,0,0.6666666666666666,0.0,0.0,0.6666666666666667,1,0,0.6502941176470589,0.25,3,8
1,1,1.0,1.0,-0.3600257650276413,-0.0865837612883093,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,False,True,True,False,False,False,3,3,0.0,0.0,3.0,2,0,0,0.6666666666666666,0.0,0.0,0.6666666666666667,-3,0,0.6433333333333334,0.25,5,9
2,1,2.0,1.0,-0.3600257650276413,-0.0773451208854063,-0.0085558281252147,1.0,0,0,0,0,0,1,0,0,False,True,False,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
1,2,1.0,1.0,-0.3600221004734364,-0.1158394558975021,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,2,2,0.0,0.0,2.0,2,0,0,1.0,0.0,0.0,0.5,0,0,0.7400000000000001,0.3333333333333333,7,5
1,1,1.0,1.0,-0.3598910926606126,-0.1235383228999213,-0.0085558281252147,1.0,0,0,0,0,0,1,0,1,False,True,False,False,True,False,False,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.3,0.0,4,6
